,Retail_Product_Color,Retail_Product_Level1,Retail_Product_Level1Name,Retail_Product_Level2Name,Retail_Product_Level3Name,Retail_Product_Level4Name,Retail_Product_Name,Retail_Product_SKU,Retail_Product_Size,Retail_Product_Style,Retail_SOHQTY,Retail_CCQTY,_merge,Diff,Unders
1879,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN PRD INK  SUPER STONE   U,9486390003,40,CALÇA JEANS,2,0,left_only,-2,2
1880,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS INK COM AMARRACAO LISO JEANS,9575840004,52,BOTTOM CURTO JEANS PLUS,1,1,both,0,0
1881,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED E TANK LISO,9479660003,40,CALÇA JEANS,3,0,left_only,-3,3
1882,ROSA,C,VESTUARIO,CJ,CJA,CJAK,CALCINHA CJ PRD ELLA LISO ROSA GG ROSA M,9456160002,GG,KIT CALCINHA,2,2,both,0,0
1883,JEANS,C,VESTUARIO,CY,CYC,CYCD,SAIA JEANS PS PRD INK MARIAS ELASTICO TR,9481240002,52,BOTTOM CURTO JEANS PLUS,2,0,left_only,-2,2
1884,ROSA,C,VESTUARIO,CR,CRA,CRAB,CALCINHA CR PRD ELLA RENDAA TRIANGULO LI,9383040004,P,CALCINHA / BOTTOM,2,1,both,-1,1
1885,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA  JV PRD INK VISTA ABOTOADA E RASGO,9596730002,36,CALÇA JEANS,1,0,left_only,-1,1
1886,VERDE,C,VESTUARIO,CY,CYA,CYAB,CALCA  CRN MSA INK BARRA NAVALHADA LISO,9479830003,42,CALÇA SARJA,2,0,left_only,-2,2
1887,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BARRA CHUVEIRINH,9392570001,34,BOTTOM CURTO JEANS,2,0,left_only,-2,2
1888,JEANS,C,VESTUARIO,C8,C8C,C8CC,JAQUETA MANGA LONGA INFA C8 PRD INK STON,9483720001,4,TOP/JAQUETA,2,1,both,-1,1
1889,ROSA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN PRD MICKEY,9353140001,G,SHORT DOLL,2,2,both,0,0
1890,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN PRD INK EVT SUPER STONE,9561450005,44,CALÇA JEANS,2,0,left_only,-2,2
1891,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK USED TANK BARRA,9480860003,40,CALÇA JEANS,2,0,left_only,-2,2
1892,PRETO,C,VESTUARIO,C7,C7A,C7AT,SOUTIEN TG BASICO PTO ERI C7 50 PRETO,7998040003,50,SOUTIEN / TOP,1,1,both,0,0
1893,CHOCOLATE,C,VESTUARIO,C6,C6A,C6AB,CALCINHA APP TRS  CALCA ALTA MFB SAFIRA,8806680001,EG,CALCINHA / BOTTOM,2,0,left_only,-2,2
1894,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK AMACIADAUSED LIS,9578050004,44,CALÇA JEANS,3,0,left_only,-3,3
1895,ROSA,C,VESTUARIO,C8,C8A,C8AA,CALCA C8 PRD PPA INK CLOCHARD COM 2 BOTO,9483530001,1,CALÇA,1,1,both,0,0
1896,,W,BELEZA,WA,WAC,WACP,DESODORANTE COLONIA FEMININA DESIREE SCA,9629440000,,PERFUME,3,2,both,-1,1
1897,BRANCO,C,VESTUARIO,CR,CRA,CRAB,BIQUINI CR SLO ELLA LISO BRANCO M BRANCO,9671720003,M,CALCINHA / BOTTOM,4,4,both,0,0
1898,ROSA,C,VESTUARIO,CP,CPM,CPMG,2 PARES MEIA INVISIVEL ACC SLO PANDA ROS,9659280001,34/39,MEIA CASUAL/ESPORTIVA,7,5,both,-2,2
1899,PRATEADO,C,VESTUARIO,C5,C5C,C5CA,BRINCO GEOMETRICO TRIANGULO PRATEADO LTB,9514790001,CURTO,BRINCO,7,0,left_only,-7,7
1900,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK USED TANK SKY RA,9479720002,38,CALÇA JEANS,1,0,left_only,-1,1
1901,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED FILIGR,9440870001,36,CALÇA JEANS,2,0,left_only,-2,2
1902,PRETO,C,VESTUARIO,C7,C7A,C7AK,CALC TG BAS KIT 2X1  PTO CHOCO LIV C7 P,8516950001,P,KIT CALCINHA,1,1,both,0,0
1903,JEANS,C,VESTUARIO,CY,CYA,CYAH,SHORT JEANS JV MSA INK ELASTICO CINTURA,9592950006,44,SAIA,3,0,left_only,-3,3
1904,JEANS,C,VESTUARIO,CY,CYA,CYAF,TOP SEM MANGA CY SAW EVT LAN MARCA DE TE,9703600003,40,TOP,2,0,left_only,-2,2
1905,MARROM,C,VESTUARIO,CY,CYA,CYAD,SAIA   SAW MARCA DE TERCEIROS MARROM DES,9660000003,40,BOTTOM CURTO JEANS,2,0,left_only,-2,2
1906,ROSA,C,VESTUARIO,CY,CYA,CYAH,BERMUDA SARJA CF MSA INK MEIA COXA VISTA,9593120003,40,SAIA,2,0,left_only,-2,2
1907,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA PS PRD COM RASGOS 02FE00603 JEAN,9633180004,52,BOTTOM CURTO JEANS PLUS,2,0,left_only,-2,2
1908,JEANS,C,VESTUARIO,CY,CYA,CYAF,TOP SEM MANGA JEANS CRN PRD INK CORSET L,9594460002,38,TOP,2,2,both,0,0
1909,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK VISTA ABOTOADA E,9480150005,42,BOTTOM CURTO JEANS,2,0,left_only,-2,2
1910,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW MARCA DE TERCEIROS MOM LISO,9692450002,36,CALÇA JEANS,2,0,left_only,-2,2
1911,CINZA,C,VESTUARIO,CN,CNC,CNCK,CALCINHA JV CN SLO ELLA CACHORRO  ESTAMP,9456460001,G,KIT CALCINHA,3,3,both,0,0
1912,CHOCOLATE,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN PUSH UP ESS C9 PRD RENDA CHOCOLA,9316940001,42,SOUTIEN / TOP,3,0,left_only,-3,3
1913,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BARRA CHUVEIRINH,9384110005,42,BOTTOM CURTO JEANS,2,0,left_only,-2,2
1914,PRETO,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN BASE ESS C9 PRD RENDA BOJO PRETO,7944140003,44,SOUTIEN / TOP,1,0,left_only,-1,1
1915,JEANS,C,VESTUARIO,CY,CYA,CYAF,BLUSA MANGA CURTA JEANS CRN PRD INK MANG,9420930004,42,TOP,2,0,left_only,-2,2
1916,MARROM,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MAIS ACESSORIOS OCULOS FEMINI,9718550001,UNICO,ÓCULOS METAL,1,1,both,0,0
1917,PRETO,C,VESTUARIO,C8,C8D,C8DB,BERMUDA EVT PAIS C8 PRD INFO INK COM COR,9483920002,6,BERMUDA,3,0,left_only,-3,3
1918,AZUL,C,VESTUARIO,CR,CRB,CRBK,CALCINHA CR PRD ELLA GRAVATARIA ESTAMPAD,9390120004,P,KIT CALCINHA,2,2,both,0,0
1919,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED BIGODE,9440490002,38,CALÇA JEANS,1,0,left_only,-1,1
1920,ROSA,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR SLO ELLA RENDA  LISO ROSA 44,9647260001,44,SOUTIEN / TOP,3,1,both,-2,2
1921,AZUL,C,VESTUARIO,C6,C6A,C6AT,2 SOUTIENS APP TRS COM BOJO POA REF 4287,7744280002,42,SOUTIEN / TOP,1,1,both,0,0
1922,DOURADO,C,VESTUARIO,C5,C5A,C5AB,OCULOS UNI MET DOURADO REDONDO COLOR VC2,9561930001,UNICO,ÓCULOS METAL,1,1,both,0,0
1923,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BARRA CHUVEIRINH,9384070006,44,BOTTOM CURTO JEANS,4,1,both,-3,3
1924,BRANCO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN  SNS SLO BASE RENDA BRANCO BASIC,8222190002,42,SOUTIEN / TOP,1,0,left_only,-1,1
1925,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA LH,9468440006,M,SHORT DOLL,10,11,both,1,0
1926,CINZA,C,VESTUARIO,CP,CPM,CPMG,2 PARES MEIA SOQUETE ACC SLO CORACOES RE,9666230001,34/39,MEIA CASUAL/ESPORTIVA,5,2,both,-3,3
1927,MARROM,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MSA MAIS ACESSORIOS MET MASC,9683860001,UNICO,ÓCULOS METAL,1,1,both,0,0
1928,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK RASGOS SKY LISO,9480190004,42,BOTTOM CURTO JEANS,2,0,left_only,-2,2
1929,PRETO,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN PRD DISNEY V,9564080006,M,CAMISOLA / ROBE,4,4,both,0,0
1930,,W,BELEZA,WL,WLM,WLMF,LAPIS  WL VULT VULT LAP OLH PRET 12g,9032370000,,LAPIS,1,1,both,0,0
1931,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAG,RELOGIO TUGUIR FEM DOURADO AVULSO ANALOG,9553130000,,MASCULINO DOURADO,1,1,both,0,0
1932,,H,ELETRO-ELETRONICOS,HB,HBH,HBHA,MOTO G22 PRETO 128GB,9588680000,,MOTOROLA,5,5,both,0,0
1933,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA  CRN PRD INK USED TANK E RASGOS LI,9412770006,44,CALÇA JEANS,1,0,left_only,-1,1
1934,AZUL,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA JV MSA INK BASICA BARRA VIRA,9475000010,38,CALÇA SARJA,2,0,left_only,-2,2
1935,,W,BELEZA,WL,WLN,WLNB,ESMALTE  WL VULT VULT ESMALTE 5F CISNE N,9032530000,,ESMALTE,1,1,both,0,0
1936,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN PRD DISNEY,9590670001,G,SHORT DOLL,2,1,both,-1,1
1937,ROXO,C,VESTUARIO,C8,C8C,C8CA,CALCA C8 PRD INK INFA COM CINTINHO DE TE,9483680003,8,CALÇA,2,1,both,-1,1
1938,CINZA,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA CURTA FCX GARFIELD   CINZA,9436710001,34/39,MEIA CASUAL/ESPORTIVA,1,0,left_only,-1,1
1939,PINK,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB PINK BCO MHO REF,6944140006,G,CALCINHA / BOTTOM,5,0,left_only,-5,5
1940,VERMELHO,C,VESTUARIO,C6,C6A,C6AB,2 CALCINHAS APP TRS MEDIA MFB REF 50509,8323340005,G,CALCINHA / BOTTOM,1,2,both,1,0
1941,JEANS,C,VESTUARIO,CY,CYA,CYAF,BLUSA JEANS APP EVT JEANS CRN  PRD INK M,8569960003,40,TOP,2,0,left_only,-2,2
1942,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN MSA INK BARRA VIRADA LIS,9384410005,42,BOTTOM CURTO JEANS,1,0,left_only,-1,1
1943,,W,BELEZA,WL,WLN,WLNB,ESMALTE  WL VULT VULT ESMALTE 5F GEL TOP,9032600000,,ESMALTE,2,2,both,0,0
1944,JEANS,C,VESTUARIO,C8,C8D,C8DB,BERMUDA EVT PAIS C8 PRD INFO INK FIVE PO,9483840001,4,BERMUDA,0,0,left_only,0,0
1945,PRETO,C,VESTUARIO,CR,CRA,CRAK,CALCINHA  PRD ELLA FOLHAGEM ESTAMPADO PR,9388900003,M,KIT CALCINHA,1,1,both,0,0
1946,ROXO,C,VESTUARIO,CY,CYA,CYAE,BERMUDA SARJA CRN SLO INK BARRA VIRADA 1,9384650002,44,BOTTOM CURTO SARJA,1,1,both,0,0
1947,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN SLO INK BASICA STONE  LI,9383890001,36,CALÇA JEANS,2,0,left_only,-2,2
1948,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA EVT PAIS INK COM USED FILIG,9440430005,44,CALÇA JEANS,2,0,left_only,-2,2
1949,,W,BELEZA,WA,WAC,WACP,DESODORANTE COLONIA FEMININA LARISSA MAN,9428710000,,PERFUME,3,2,both,-1,1
1950,BEGE,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN  SLO ELLA CHAMPAGNE LISO BEGE 44,9637510004,44,SOUTIEN / TOP,3,2,both,-1,1
1951,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS PRD INK COM AMARRACAO LIS,9481200005,52,BOTTOM CURTO JEANS PLUS,5,0,left_only,-5,5
1952,ROXO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS BIQUINI COTTON LISO,8831750004,M,CALCINHA / BOTTOM,1,2,both,1,0
1953,VERDE,C,VESTUARIO,CY,CYA,CYAE,SHORT   INK LISO 07FE00754 VERDE 34 VERD,9585500008,34,BOTTOM CURTO SARJA,1,1,both,0,0
1954,PRETO,C,VESTUARIO,CJ,CJA,CJAC,CAMISOLA SEM MANGA CJ PRD ELLA RENDA LIS,9532200001,M,CAMISOLA / ROBE,1,1,both,0,0
1955,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBL,RELOGIO FEM LINCE DOURADO KIT COLAR BRIN,9629170000,,KIT FEMININO DOURADO,1,1,both,0,0
1956,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK COM AMARRACAO LI,9480220004,42,BOTTOM CURTO JEANS,2,1,both,-1,1
1957,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK RECORTE FRONTAL L,9579560002,38,CALÇA JEANS,2,1,both,-1,1
1958,PRETO,C,VESTUARIO,CY,CYA,CYAE,SHORT SARJA JV SLO INK COM AMASSADINHO,9384360004,34,BOTTOM CURTO SARJA,2,0,left_only,-2,2
1959,PRETO,C,VESTUARIO,CY,CYC,CYCC,BERMUDA SARJA PS SLO INK ABERTURA BARRA,9383790002,48,BOTTOM CURTO SARJA PLUS,2,0,left_only,-2,2
1960,PINK,C,VESTUARIO,CP,CPM,CPMG,MEIA CP FCX MAIS ACESSORIOS SAPATILHA ES,9306020001,34/39,MEIA CASUAL/ESPORTIVA,5,0,left_only,-5,5
1961,VINHO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA CJ MSA ELLA BICOLOR VINHO G VIN,9687080001,G,CALCINHA / BOTTOM,2,2,both,0,0
1962,ROSA,C,VESTUARIO,CJ,CJA,CJAK,CALCINHA CJ PRD ELLA LISO ROSA G ROSA ME,9456180001,G,KIT CALCINHA,2,2,both,0,0
1963,VINHO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ MSA ELLA BICOLOR VINHO 44 VIN,9687070007,44,SOUTIEN / TOP,3,3,both,0,0
1964,BEGE,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN  SLO ELLA CHAMPAGNE LISO BEGE 40,9637510001,40,SOUTIEN / TOP,1,1,both,0,0
1965,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA JEANS CRN MSA INK USED E FAST PI,9578650004,44,BERMUDA JEANS,2,0,left_only,-2,2
1966,CAQUI,C,VESTUARIO,CM,CMB,CMBA,CALCA APP CS SLO SLIM INK SARJA CHINO GA,8442380001,38,CALÇA SARJA,1,0,left_only,-1,1
1967,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA  CF PRD INK USED TANK MARMORIZADO,9480870003,40,CALÇA JEANS,1,1,both,0,0
1968,ROXO,C,VESTUARIO,CY,CYB,CYBA,CALCA JEANS CRN MSA INK RASGOS BARRA VIR,9427150011,44,CALÇA JEANS,2,0,left_only,-2,2
1969,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK COM PUNHO E AMARR,9481130006,56,CALÇA JEANS PLUS,1,0,left_only,-1,1
1970,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS MARCA DE TERCEIROS COM STRAS,9565990001,34,CALÇA JEANS,1,1,both,0,0
1971,JEANS,C,VESTUARIO,CY,CYA,CYAI,MACACAO SEM MANGA   CRN PRD INK BOYFRIEN,9422260002,38,INTEIRO,1,1,both,0,0
1972,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN PRD INK EVT SUPER STONE,9561450002,38,CALÇA JEANS,1,0,left_only,-1,1
1973,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBO,RELOGIO FEM LINCE PRATA KIT PULSEIRA ANA,9714030000,,KIT FEMININO PRATA,1,1,both,0,0
1974,ROSA,C,VESTUARIO,CR,CRB,CRBC,CAMISOLA MANGA CURTA CR PRD ELLA ESTAMPA,9569840001,G,CAMISOLA / ROBE,6,5,both,-1,1
1975,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BARRA CHUVEIRINH,9384110002,36,BOTTOM CURTO JEANS,1,0,left_only,-1,1
1976,LARANJA,C,VESTUARIO,C5,C5B,C5BA,OCULOS  INFA FEM ACE LARANJA REDONDO MAR,9573280001,UNICO,ÓCULOS INF ACETATO,1,0,left_only,-1,1
1977,BEGE,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB REF K51809 ONCA,8719600002,M,CALCINHA / BOTTOM,8,5,both,-3,3
1978,OFF WHITE,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN PRD DISNEY,9663460001,G,SHORT DOLL,6,6,both,0,0
1979,,H,ELETRO-ELETRONICOS,HB,HBH,HBHA,MOTO G41 CHAMPAGNE 128GB,9512590000,,MOTOROLA,1,1,both,0,0
1980,,W,BELEZA,WK,WKG,WKGA,ESTOJO SABONETE PARIS CLASSIC  40GR  4UN,9059920000,,PRODUTOS PARA CORPO,3,3,both,0,0
1981,ROSA,C,VESTUARIO,CJ,CJA,CJAK,CALCINHA CJ SLO ELLA HANK PANK LISO ROSA,9644120006,G,KIT CALCINHA,2,2,both,0,0
1982,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA JEANS JV MSA INK BASICA BARRA VIRA,9684690003,38,CALÇA JEANS,2,0,left_only,-2,2
1983,PRETO,C,VESTUARIO,C7,C7A,C7AK,CALC TG KIT P1 2X1  POA PTO LIV C7 P PRE,8516930001,P,KIT CALCINHA,2,1,both,-1,1
1984,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS EVT JNS CRN MSA INK JOGGER J,9532890003,42,CALÇA JEANS,1,0,left_only,-1,1
1985,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697960005,36,CALÇA JEANS,1,0,left_only,-1,1
1986,AZUL,C,VESTUARIO,CP,CPM,CPMG,2 PARES MEIA INVISIVEL ACC SLO CORACOES,9434680001,34/39,MEIA CASUAL/ESPORTIVA,1,1,both,0,0
1987,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA EVT LCM INK SLIM LAVAGEM CO,9440470005,40,CALÇA JEANS,2,0,left_only,-2,2
1988,,W,BELEZA,WB,WBV,WBVM,INSTANCE MASCARA CAPILAR FRUTAS VERMELHA,9704500000,,MASCARA,2,2,both,0,0
1989,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BARRA CHUVEIRINH,9384680003,40,BOTTOM CURTO JEANS,6,0,left_only,-6,6
1990,ROXO,C,VESTUARIO,C7,C7A,C7AK,2 CALCINHAS BIQUNI TG  RENDA LOLA ROXO P,9320330001,G,KIT CALCINHA,1,1,both,0,0
1991,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW EVT LAN MARCA DE TERCEIROS,9703620004,38,CALÇA JEANS,2,0,left_only,-2,2
1992,BEGE,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB REF 51509 K126 V,7221750004,GG,CALCINHA / BOTTOM,2,1,both,-1,1
1993,,W,BELEZA,WL,WLM,WLMF,LAPIS  WL VULT VULT LAP OLH MARR 12g,9032360000,,LAPIS,2,1,both,-1,1
1994,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBJ,RELOGIO LINCE FEM PRATA AVULSO ANALOGICO,9623820000,,FEMININO PRATA,1,1,both,0,0
1995,ROSA,C,VESTUARIO,CR,CRB,CRBK,CALCINHA CR SLO ELLA BOBS 932244 ESTAMPA,9568820002,P,KIT CALCINHA,1,1,both,0,0
1996,CINZA,C,VESTUARIO,CP,CPM,CPMG,MEIA CP SLO MAIS ACESSORIOS SAPATILHA IN,9644800001,34/39,MEIA CASUAL/ESPORTIVA,5,1,both,-4,4
1997,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK RECORTES  LISO C,9588600004,42,CALÇA JEANS,2,0,left_only,-2,2
1998,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA DES,9573020001,36,BOTTOM CURTO JEANS,2,1,both,-1,1
1999,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA  INK  BASICA  LISO  J,9383900005,36,CALÇA JEANS,1,1,both,0,0
2000,ROSA,C,VESTUARIO,CR,CRB,CRBK,CALCINHA CR SLO ELLA FLOWERS REPEAT 8969,9542850006,M,KIT CALCINHA,1,1,both,0,0
2001,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA  CRN PRD INK DETONADA  LISO C21457,9412580005,44,CALÇA JEANS,1,0,left_only,-1,1
2002,MARROM,C,VESTUARIO,CY,CYA,CYAD,SAIA   SAW MARCA DE TERCEIROS MARROM DES,9660000004,42,BOTTOM CURTO JEANS,1,0,left_only,-1,1
2003,CHOCOLATE,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR SLO ELLA ESTAMPADO CHOCOLATE,9656800002,P,KIT CALCINHA,1,0,left_only,-1,1
2004,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV MSA INK VISTA ABOTOADA ST,9383950002,36,CALÇA JEANS,3,0,left_only,-3,3
2005,PRETO,C,VESTUARIO,CY,CYA,CYAE,BERMUDA SARJA CRN MSA INK BARRA CHUVEIRI,9642850004,46,BOTTOM CURTO SARJA,6,3,both,-3,3
2006,PRETO,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN BASE ESS C9 PRD RENDA BASE PRETO,8388630003,44,SOUTIEN / TOP,5,0,left_only,-5,5
2007,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA   SAW MARCA DE TERCEIROS CALCA BOO,9660040001,34,CALÇA JEANS,1,1,both,0,0
2008,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK lavagem com used bigode,9440970002,44,CALÇA JEANS,2,0,left_only,-2,2
2009,AZUL,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS CDD SLO INK BERMUDA COLOR,9556670007,50,BERMUDA SARJA,1,0,left_only,-1,1
2010,ROSA,C,VESTUARIO,CY,CYA,CYAA,CALCA SARJA CRN PRD INK ROSA LISO C21527,9671540002,38,CALÇA JEANS,2,0,left_only,-2,2
2011,VERDE,C,VESTUARIO,CY,CYA,CYAB,CALCA  CRN MSA INK BARRA NAVALHADA LISO,9479830001,38,CALÇA SARJA,2,0,left_only,-2,2
2012,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW EVT LAN MARCA DE TERCEIROS,9703620002,42,CALÇA JEANS,1,0,left_only,-1,1
2013,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW EVT LAN MARCA DE TERCEIROS,9703620006,44,CALÇA JEANS,1,0,left_only,-1,1
2014,PRETO,C,VESTUARIO,CN,CNC,CNCB,CALCINHA  JV CN SLO MINNIE ESTAMPADO PRE,9385150002,P,CALCINHA / BOTTOM,1,1,both,0,0
2015,ROSA,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP BIQUINI TRS REF 51509 K2,8551830003,GG,CALCINHA / BOTTOM,6,2,both,-4,4
2016,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA PS PRD COM RASGOS 02FE00603 JEAN,9633180005,56,BOTTOM CURTO JEANS PLUS,1,0,left_only,-1,1
2017,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED E DIRT,9440760002,44,CALÇA JEANS,1,1,both,0,0
2018,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN MSA INK BARRA VIRADA LIS,9383960005,42,BOTTOM CURTO JEANS,2,1,both,-1,1
2019,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA JEANS CF PRD INK USED TANK BARRA V,9480070005,44,CALÇA JEANS,1,1,both,0,0
2020,PRETO,C,VESTUARIO,CR,CRA,CRAK,2 CALCINHAS BIQUINI CR SLO ELLA LISO PRE,9651140001,G,KIT CALCINHA,2,2,both,0,0
2021,VERMELHO,C,VESTUARIO,CJ,CJA,CJAS,SHORT APP DOLL SEM MANGA SNS SLO ELLA LI,8907110002,P,SHORT DOLL,1,1,both,0,0
2022,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS INK COM AMARRACAO LISO JEANS,9575840003,54,BOTTOM CURTO JEANS PLUS,2,1,both,-1,1
2023,BRANCO,C,VESTUARIO,CP,CPC,CPCC,CHINELO ABERTO EVA ACC SLO FLEECE OFF WH,9645410003,37/38,CHINELOS,3,3,both,0,0
2024,JEANS,C,VESTUARIO,CY,CYA,CYAH,BERMUDA JEANS CF MSA INK MOM MEIA COXA L,9592970005,42,SAIA,4,0,left_only,-4,4
2025,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL SEM MANGA JV CN SLO ELLA GATI,9663450004,P,SHORT DOLL,2,1,both,-1,1
2026,JEANS,C,VESTUARIO,CY,CYC,CYCE,BLUSA MANGA CURTA JEANS PS PRD INK MANGA,9427230001,46,TOP PLUS,2,0,left_only,-2,2
2027,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CDD PRD INK VISTA ABOTOADA L,9415650002,40,CALÇA JEANS,3,1,both,-2,2
2028,BEGE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS SECRET BEGE REF  061052,5896090002,46,SOUTIEN / TOP,1,1,both,0,0
2029,JEANS,C,VESTUARIO,C8,C8D,C8DB,BERMUDA C8 PRD CORDAO NO COS INFO INK CO,9406300002,8,BERMUDA,2,0,left_only,-2,2
2030,VERMELHO,C,VESTUARIO,CJ,CJA,CJAS,SHORT APP DOLL SEM MANGA SNS SLO ELLA LI,8907110004,M,SHORT DOLL,2,2,both,0,0
2031,,W,BELEZA,WA,WAE,WAEP,COLONIA DESODORANTE MASCULINA PORTIOLLI,8686800000,,PERFUME,14,14,both,0,0
2032,AZUL,C,VESTUARIO,CP,CPC,CPCD,CHINELO FECHADO EVA STITCH ESTAMPADO AZU,9548900002,37/38,CHINELOS,1,1,both,0,0
2033,AZUL,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA JV MSA INK BASICA BARRA VIRA,9475000014,40,CALÇA SARJA,2,0,left_only,-2,2
